127.0.0.1 - - [12/Jun/2020:11:30:05 -0300] "GET /pickup-manager HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:22:36 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:24:13 -0300] "GET /pickup-manager/oauth2client?code=35820104-4afe-3585-9a18-a344567e7ff4&session_state=76a278cab401d7507077474ddcf3ecc27ae49a66be9f8b0ecc59fdbd887d7036.BBlfuJEkJThCF2p8uiTZCA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:24:14 -0300] "GET /pickup-manager/index.jsp HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:24:14 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 500 26038
127.0.0.1 - - [12/Jun/2020:14:24:55 -0300] "GET /pickup-manager/ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:24:55 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 500 26038
127.0.0.1 - - [12/Jun/2020:14:25:02 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 500 26038
127.0.0.1 - - [12/Jun/2020:14:25:45 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 500 26038
127.0.0.1 - - [12/Jun/2020:14:25:49 -0300] "GET /pickup-manager/ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:25:49 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 500 26038
127.0.0.1 - - [12/Jun/2020:14:26:14 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 500 26038
127.0.0.1 - - [12/Jun/2020:14:26:23 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 500 26038
127.0.0.1 - - [12/Jun/2020:14:26:33 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 500 26038
127.0.0.1 - - [12/Jun/2020:14:26:40 -0300] "GET /pickup-manager/ HTTP/1.1" 200 2851
127.0.0.1 - - [12/Jun/2020:14:26:43 -0300] "POST /pickup-manager/oauth2-authorize-user.jsp?reset=true HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:26:44 -0300] "GET /pickup-manager/oauth2client?code=1c0ad7a7-68e5-3d5c-91f1-8bc7c0d885ba&session_state=68dffc2d9d06567a4d2e125a667a36f8084b60b32439a7e0da1d4ba531da4038.anlmpkpzRtDDt-bevZYbqw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:26:44 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 32114
127.0.0.1 - - [12/Jun/2020:14:26:46 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:27:15 -0300] "GET /pickup-manager/libs/popper_1.12.9/popper.min.js.map HTTP/1.1" 404 750
127.0.0.1 - - [12/Jun/2020:14:27:15 -0300] "GET /pickup-manager/libs/goldenlayout/css/goldenlayout-base.css.map HTTP/1.1" 404 765
